date,product,sales
2024-10-01,Product_C,137.65
2024-10-02,Product_C,148.72
2024-10-03,Product_C,131.75
2024-10-04,Product_C,126.78
2024-10-05,Product_C,120.17
2024-10-06,Product_C,128.12
2024-10-07,Product_C,142.63
2024-10-08,Product_C,135.16
2024-10-09,Product_C,137.3
2024-10-10,Product_C,139.56
2024-10-11,Product_C,129.07
2024-10-12,Product_C,129.48
2024-10-13,Product_C,125.1
2024-10-14,Product_C,128.2
2024-10-15,Product_C,140.77
2024-10-16,Product_C,145.29
2024-10-17,Product_C,138.44
2024-10-18,Product_C,128.2
2024-10-19,Product_C,125.58
2024-10-20,Product_C,128.03
2024-10-21,Product_C,136.91
2024-10-22,Product_C,141.06
2024-10-23,Product_C,138.91
2024-10-24,Product_C,135.07
2024-10-25,Product_C,131.69
2024-10-26,Product_C,116.17
